x,y
4.0,7.96
4.5,10.2
12.52,8.77
4.43,8.72
9.12,2.63
10.0,5.78
4.17,4.84
12.56,11.33
10.5,13.9
12.11,10.84
10.18,14.33
4.77,3.59
7.39,1.6
3.74,6.52
7.14,6.8
12.16,8.25
9.8,5.68
12.55,11.59
4.69,3.48
9.5,4.19
4.92,1.41
8.47,2.38
6.66,7.5
3.48,6.46
7.33,1.9
6.76,6.6
3.9,3.68
10.78,13.56
12.74,6.52
9.99,9.77
5.8,2.28
9.55,9.98
7.34,2.44
7.61,6.41
12.28,6.22
3.94,9.62
9.43,7.38
12.45,10.61
12.48,8.28
10.58,12.78
9.3,6.98
3.66,8.43
3.92,3.92
11.62,12.31
9.78,8.09
9.55,8.28
12.14,13.44
4.04,5.54
8.88,2.51
9.14,13.0
9.72,4.7
6.78,7.18
6.85,6.5
7.56,6.64
12.76,6.02
4.15,7.5
8.62,3.52
4.28,8.52
9.41,2.28
6.98,7.11
12.48,10.47
10.12,8.99
12.25,6.76
7.0,9.12
3.34,8.53
6.83,7.08
9.15,13.44
8.71,8.21
7.88,2.46
11.84,10.02
4.18,7.8
5.81,1.36
7.82,2.54
9.39,6.26
4.32,5.52
5.0,3.03
6.28,0.88
11.46,12.72
8.5,12.59
9.84,13.86
7.16,9.44
9.63,13.44
6.72,1.62
8.06,2.02
11.84,12.02
7.72,10.54
8.97,13.98
5.08,2.44
3.6,6.4
3.86,3.94
6.65,5.72
10.02,4.82
6.9,1.06
3.44,8.47
7.34,1.46
8.34,13.22
7.62,10.1
8.94,2.9
10.22,8.1
12.28,7.63
12.23,7.86
5.07,1.84
9.27,3.18
4.19,6.8
12.5,8.54
7.6,7.48
3.71,4.0
7.42,0.94
11.06,13.02
7.42,9.65
10.5,14.0
12.05,6.6
3.68,8.69
12.6,11.3
6.36,1.9
8.1,2.53
8.95,2.5
11.4,13.32
3.96,5.82
3.36,8.89
12.14,8.32
7.04,1.96
9.18,3.68
12.74,7.04
3.8,8.68
7.19,10.06
9.34,3.28
9.9,6.83
3.59,8.26
8.15,11.0
9.34,8.02
7.42,1.48
9.84,6.92
9.74,14.08
12.94,10.58
5.86,1.54
8.78,3.14
9.34,4.06
9.44,4.6
12.37,4.8
1.23,13.14
6.99,10.15
10.39,8.18
4.26,7.68
12.24,13.24
10.82,13.43
11.37,13.58
9.78,4.61
3.71,6.8
5.04,2.04
6.28,1.67
12.14,7.15
5.74,2.32
12.42,12.33
8.49,2.86
4.88,2.49
9.48,5.26
4.51,3.4
12.22,8.54
