x,y
5.08,8.6
6.54,10.96
7.6,8.95
5.88,9.05
9.18,5.08
7.36,12.01
12.52,9.64
12.54,10.5
11.24,10.31
5.9,8.18
4.27,14.08
8.98,6.03
3.42,11.54
7.1,9.88
11.24,10.13
12.06,10.62
3.68,10.85
5.8,11.15
10.22,5.7
7.38,9.2
6.7,10.54
5.86,10.7
12.5,10.7
13.78,9.16
4.49,10.2
6.1,13.26
10.29,4.92
6.28,10.78
5.01,9.88
12.05,9.74
4.63,9.38
13.46,10.42
2.94,10.67
11.54,11.62
5.95,7.94
4.18,11.44
9.98,4.12
13.05,10.38
5.8,9.2
11.96,9.16
9.02,4.94
6.37,9.86
5.5,12.02
6.06,9.17
8.59,2.7
9.24,4.5
11.97,9.53
5.61,11.77
9.72,5.26
8.89,4.2
7.09,6.78
11.02,9.38
5.13,8.48
5.56,11.58
14.08,9.26
6.02,9.38
4.84,11.16
5.94,7.72
10.76,9.04
10.18,5.67
12.77,8.01
7.42,8.2
6.06,12.58
10.44,4.62
9.64,4.42
3.6,12.16
5.34,10.85
9.38,4.76
5.14,11.88
12.34,9.92
13.36,11.64
4.7,12.25
5.04,8.71
6.69,11.67
7.67,9.54
13.46,8.93
4.73,9.02
4.21,7.51
8.56,5.92
7.75,12.0
7.34,12.06
10.93,5.59
4.8,10.08
6.57,9.82
6.02,9.3
3.81,7.6
6.32,10.09
5.51,9.14
4.86,7.14
11.83,10.44
6.32,8.34
10.44,3.97
7.21,10.26
11.98,9.67
5.29,9.2
10.48,6.46
12.76,11.54
4.83,14.14
7.0,10.1
10.93,11.32
6.14,9.48
3.3,11.92
10.1,5.4
5.59,12.29
12.33,10.82
11.66,10.46
5.39,9.38
5.32,10.28
12.55,11.42
13.98,9.24
14.03,9.29
4.52,14.04
10.72,9.64
3.2,11.15
10.48,4.18
9.09,6.86
5.27,10.09
3.78,10.7
10.58,4.8
5.71,10.2
4.56,14.01
12.3,11.02
10.79,5.46
6.74,10.51
4.6,10.83
4.66,9.01
9.09,5.92
6.44,9.7
5.1,11.32
13.16,11.25
11.15,8.85
13.66,9.18
8.35,5.4
3.9,12.41
11.18,6.04
11.34,3.46
8.14,10.19
12.26,7.88
6.68,9.74
9.59,4.39
11.27,9.98
11.82,9.8
9.54,4.48
9.36,4.3
9.46,6.82
12.9,8.64
10.76,5.4
9.46,6.1
9.07,3.92
5.51,8.71
10.86,8.55
3.88,10.46
9.91,5.48
5.53,9.38
4.24,10.98
7.58,7.98
4.51,8.78
6.66,11.24
11.96,11.2
6.3,12.72
9.44,4.39
11.32,11.05
10.77,9.34
11.46,11.1
6.24,11.0
14.06,8.39
10.73,9.3
9.52,4.09
8.25,9.21
12.54,10.42
6.06,10.76
5.42,11.46
11.84,10.16
11.74,9.96
6.69,10.02
11.6,10.44
4.04,12.02
10.84,10.08
12.16,11.52
8.48,5.94
9.12,7.51
11.57,10.07
7.35,11.64
5.52,10.81
7.09,8.48
10.48,4.04
3.14,11.4
8.38,6.08
3.7,8.9
6.3,11.58
5.76,9.88
6.58,11.02
9.55,4.7
4.64,11.82
12.41,10.14
5.94,8.14
5.1,9.48
4.62,7.02
5.24,12.15
8.44,6.12
5.5,7.68
5.04,10.14
9.54,3.93
6.9,12.47
13.14,8.62
12.28,10.01
7.8,8.28
6.62,9.06
3.68,12.65
5.66,11.69
5.35,10.2
4.22,12.94
4.27,12.4
9.73,4.26
9.76,4.63
4.01,11.0
6.26,8.65
5.78,9.48
13.78,8.62
6.1,8.72
9.6,6.78
12.02,10.93
5.52,11.55
12.95,11.5
3.94,9.93
12.86,10.22
3.58,9.68
12.97,10.58
13.04,9.59
4.81,11.02
12.74,10.6
13.44,11.28
13.39,10.5
12.6,9.89
5.6,9.34
14.34,8.78
11.26,9.76
8.9,4.99
13.01,9.52
5.46,13.18
10.47,4.84
5.97,11.5
3.96,7.81
12.1,9.38
11.92,10.3
10.69,10.14
4.49,9.16
12.26,9.8
10.2,3.73
5.62,12.16
8.97,5.16
6.87,7.9
7.21,12.04
10.5,3.86
5.16,12.68
12.4,9.67
3.44,8.86
13.62,8.66
5.72,9.09
10.91,8.44
6.04,11.9
11.87,9.13
12.83,8.96
6.28,9.22
8.89,5.68
6.9,8.48
9.8,4.74
6.02,9.46
3.18,9.88
12.58,10.01
4.44,10.86
7.5,9.43
11.2,9.57
3.47,9.72
4.34,10.36
10.58,4.22
3.7,10.8
5.03,8.98
12.94,9.14
12.04,10.06
10.05,3.86
4.85,6.97
4.8,8.94
5.05,10.0
11.0,4.8
9.51,5.44
12.82,10.95
3.08,11.96
4.16,9.51
13.18,11.18
11.26,4.58
13.55,9.88
11.94,9.36
5.84,8.51
4.63,7.62
9.36,6.52
13.42,10.06
10.83,9.96
12.41,9.01
13.42,9.67
13.3,10.06
7.35,12.08
11.89,10.46
8.82,5.33
11.66,9.3
6.2,7.18
6.5,8.35
4.58,10.76
4.55,8.45
13.73,9.88
5.95,9.82
12.34,8.64
5.21,10.42
12.58,10.02
7.24,11.13
4.99,9.54
5.46,9.44
12.48,11.22
12.52,11.14
11.5,10.64
4.68,13.05
13.65,8.68
10.28,2.66
11.86,10.38
11.2,11.5
10.82,5.79
5.34,8.35
12.18,8.93
12.68,10.57
9.35,6.02
6.38,10.66
13.29,8.1
11.36,10.9
9.97,5.8
3.4,10.06
12.88,11.64
3.54,10.26
5.96,8.15
9.44,4.46
13.54,9.28
5.91,7.82
11.14,6.2
11.65,8.86
5.5,10.62
3.73,8.24
8.49,5.24
13.57,9.88
11.1,11.52
6.08,12.89
4.02,12.0
5.38,11.02
3.68,11.64
7.52,10.76
4.82,8.91
9.9,6.7
3.08,10.62
14.26,9.72
4.04,9.85
7.06,10.32
5.77,9.59
6.06,11.17
13.48,10.91
12.4,9.1
4.44,7.64
13.3,10.54
13.22,9.26
12.07,9.16
4.06,8.64
13.24,7.48
3.14,11.7
13.03,10.28
6.36,9.93
11.09,10.98
2.84,12.37
6.4,9.83
4.18,8.65
12.12,12.02
12.8,12.05
3.31,13.39
12.4,9.53
6.52,12.94
12.93,8.6
3.49,10.59
5.26,11.18
6.19,9.89
13.02,10.3
4.0,10.14
6.35,10.72
9.52,3.94
6.48,9.0
7.7,11.28
9.86,5.28
12.18,11.78
5.92,9.15
6.05,9.38
4.2,12.74
14.04,9.3
11.81,9.1
5.2,12.71
12.02,10.82
5.02,11.39
8.44,5.18
4.74,13.05
5.54,11.32
4.04,12.36
4.76,13.57
3.34,11.82
5.74,9.87
5.34,13.83
4.44,9.54
12.98,8.9
5.38,12.22
4.04,8.84
9.16,4.61
11.92,10.35
5.82,10.41
11.06,9.6
10.5,6.63
3.92,9.64
13.33,9.7
11.7,3.86
5.6,11.78
8.99,3.55
4.8,7.38
14.12,9.93
11.5,10.09
12.22,10.13
3.24,13.34
3.48,11.66
3.68,8.38
14.17,9.34
4.16,8.14
7.31,10.66
13.49,8.24
12.91,9.38
14.06,9.22
5.73,12.78
5.4,13.02
4.82,12.25
5.72,9.2
8.46,5.39
3.37,8.94
10.12,4.98
11.9,9.93
10.49,9.96
12.38,9.04
13.36,9.63
9.62,7.16
6.7,9.95
12.3,9.62
5.4,8.36
11.7,9.78
5.4,10.22
12.53,9.58
5.91,10.11
5.2,7.64
6.66,9.77
5.89,12.76
5.9,10.5
4.84,11.5
6.12,11.0
13.02,10.74
9.8,5.72
11.12,9.91
3.84,11.34
5.2,9.65
10.56,4.66
