x,y
5.7,1.69
8.91,6.42
11.4,5.49
4.84,3.0
6.04,6.6
10.8,3.5
8.24,2.12
4.97,1.94
7.08,9.69
6.0,7.61
3.25,6.14
8.18,0.94
7.54,6.18
3.93,2.7
7.03,6.12
9.26,2.6
5.98,8.84
8.85,8.92
8.54,6.06
8.98,12.38
7.42,5.64
9.81,2.66
6.26,7.84
4.7,2.47
10.54,5.48
6.44,5.59
5.85,8.24
4.22,10.18
5.8,1.72
8.21,5.72
6.74,4.84
7.3,5.91
7.72,12.67
7.02,12.48
2.9,6.5
3.02,8.22
9.6,13.2
10.75,12.81
11.7,6.64
6.94,8.99
9.33,1.78
6.51,8.46
10.4,11.9
8.14,12.52
3.6,6.67
6.23,1.72
11.61,5.94
2.92,7.36
10.78,3.1
7.86,9.48
10.94,11.8
8.1,5.6
7.6,9.24
6.19,5.78
8.32,1.82
6.45,1.72
8.26,9.59
7.78,0.75
6.12,8.27
3.7,3.67
11.08,9.96
8.68,13.7
8.98,8.4
6.38,1.56
7.91,9.4
9.09,7.64
10.31,3.84
8.64,13.11
10.96,10.38
3.09,6.36
10.86,5.1
10.73,12.39
3.7,6.6
5.52,1.08
11.2,9.37
7.11,6.15
10.31,5.19
5.88,6.4
4.4,2.02
5.46,12.58
6.0,12.77
3.26,9.98
3.08,6.4
6.38,6.52
3.67,8.23
3.22,5.44
7.56,0.91
7.69,8.98
7.07,9.2
3.99,10.42
9.22,13.02
4.65,2.19
10.94,3.18
7.67,9.11
5.55,1.45
6.02,1.79
6.5,0.84
6.63,12.72
7.8,9.1
6.92,13.72
2.98,6.96
5.91,0.72
7.32,1.33
10.02,13.66
8.6,3.02
7.12,0.94
11.81,8.3
4.7,1.36
4.98,2.3
7.7,13.14
7.32,9.22
8.23,1.43
5.82,1.7
11.44,9.97
10.48,12.0
8.02,5.9
8.76,8.76
6.38,1.4
6.54,8.88
9.12,12.6
10.36,4.41
3.88,5.18
5.38,1.38
6.12,1.85
6.69,5.94
6.24,7.54
3.36,7.92
8.6,8.51
4.56,11.54
8.3,9.23
6.1,6.98
3.08,8.02
6.82,5.36
4.24,3.38
8.22,1.24
9.27,2.66
9.86,12.29
3.45,9.12
8.96,6.28
5.72,7.1
6.07,12.2
9.97,4.18
6.65,5.74
6.03,1.4
4.74,2.67
10.58,3.11
5.64,6.34
6.42,8.46
4.72,12.2
3.44,8.7
3.43,9.72
6.4,7.04
4.53,11.44
4.88,11.58
8.7,7.89
11.5,7.41
11.52,9.26
6.08,8.8
7.04,0.6
5.25,11.58
3.62,5.4
6.04,1.46
8.81,6.11
8.99,13.67
10.56,12.91
11.66,7.74
9.43,8.39
7.81,1.54
5.9,5.38
4.64,11.1
9.53,13.27
10.02,3.96
3.54,3.89
6.89,1.3
6.51,0.64
4.37,3.78
3.79,6.62
6.4,6.0
3.44,5.68
3.0,5.04
6.48,1.36
5.82,13.24
11.41,11.1
8.18,8.84
11.2,4.47
5.96,0.8
10.4,3.1
10.48,12.78
11.08,5.04
7.06,0.8
7.0,12.8
8.7,8.44
10.7,5.74
6.52,9.1
10.9,4.18
6.46,5.51
7.12,5.78
10.74,5.28
5.72,11.45
3.44,8.46
9.68,12.92
6.0,7.08
11.52,8.22
6.62,6.14
12.21,8.04
10.65,4.62
8.2,12.43
8.53,7.04
7.28,1.69
9.73,13.5
7.16,12.8
5.48,1.08
7.67,1.94
4.19,10.88
11.72,7.78
3.2,5.88
6.72,0.6
4.54,11.88
5.94,12.8
6.82,8.04
7.96,5.7
5.67,6.16
9.32,12.9
6.32,1.64
6.21,7.52
8.72,7.44
3.2,4.82
8.25,12.96
10.89,4.06
9.29,13.58
5.6,1.21
6.26,12.02
11.57,8.54
7.4,5.44
4.73,11.92
7.64,5.58
6.16,6.24
4.46,2.98
4.77,11.2
11.61,3.58
11.14,10.47
7.54,6.8
6.43,1.54
9.2,7.34
4.22,3.92
11.85,9.69
3.45,5.29
8.34,0.82
5.15,1.14
9.98,3.9
5.11,11.34
5.96,1.84
9.2,3.02
3.94,3.4
3.73,9.65
3.92,2.62
5.83,7.09
6.22,8.01
6.45,7.82
4.58,2.3
7.38,8.74
6.22,0.86
3.28,8.54
6.53,5.18
3.68,6.8
9.14,8.36
8.41,8.57
11.39,8.78
9.11,8.91
8.1,2.22
6.77,12.32
7.32,13.65
11.24,9.57
5.04,11.94
8.72,2.68
7.0,5.46
6.67,5.75
11.56,10.37
6.51,7.56
5.12,2.06
3.84,5.37
10.62,12.7
8.79,6.18
3.54,8.87
6.72,1.48
8.44,7.31
9.18,7.6
6.22,8.88
6.6,8.86
6.54,7.8
5.4,11.48
8.24,9.04
6.06,1.6
10.63,12.15
6.46,1.04
11.98,9.17
6.53,5.04
3.44,8.96
9.73,12.23
11.62,8.74
8.66,7.11
4.96,1.02
8.78,8.96
8.4,6.23
8.03,6.59
12.82,4.78
6.49,6.78
10.48,12.91
7.27,9.5
3.5,4.8
8.91,9.02
10.66,12.66
5.95,6.25
4.02,5.6
8.05,1.94
3.76,7.37
2.94,6.14
6.08,6.1
3.5,5.38
7.34,5.13
4.23,11.46
6.26,8.97
3.78,6.33
6.42,1.76
5.82,6.92
3.86,8.56
7.1,0.38
9.11,9.43
11.51,8.06
8.36,9.8
4.9,10.73
8.63,8.49
10.31,12.08
11.64,7.95
5.14,1.84
7.86,6.18
10.85,12.42
3.6,5.3
10.05,11.81
8.8,8.07
4.13,9.86
6.24,0.96
5.84,5.5
5.64,8.01
5.56,12.6
6.36,6.28
3.34,7.88
11.21,10.18
9.07,6.28
6.38,7.2
8.92,6.56
9.32,13.78
10.84,3.64
4.68,10.76
7.69,9.44
6.91,5.07
7.72,5.86
8.3,13.17
7.19,1.45
9.96,12.71
7.22,5.2
4.03,9.76
7.58,5.45
5.78,6.69
6.34,7.63
4.11,2.78
6.3,12.22
9.14,1.68
4.14,3.78
11.12,6.72
8.56,12.46
11.02,11.64
6.45,7.6
11.5,11.89
8.26,5.82
11.56,6.86
5.14,1.84
6.27,6.58
8.28,5.82
6.58,12.98
4.14,4.96
11.9,9.57
4.97,1.99
6.14,6.22
3.92,8.52
6.73,5.27
7.36,1.86
11.14,4.7
7.25,1.16
8.12,5.5
5.32,1.03
9.73,12.73
8.22,6.92
3.87,8.78
7.44,9.43
8.24,6.46
11.16,7.96
9.24,6.96
7.32,5.64
11.22,7.24
10.42,11.7
11.62,10.92
9.93,3.59
7.54,5.88
11.84,9.57
6.19,6.5
7.36,9.13
6.5,1.37
6.76,12.83
8.26,1.32
3.14,6.14
3.28,8.48
6.1,11.8
